chinese_name,english_names,english_descriptions,chinese_spans,csi_category_stage_1,csi_consensus_spans,csi_or_not,csi_category_stage_2
腰果猪肉丁,['p pork with cashewnuts'],[''],腰果 猪肉 丁,0,,0,
脆皮豆腐,['pan-fried tofu'],[''],脆皮 豆腐,0,,0,
火爆腰花,['pan fried spicy pig kidney'],[''],火爆 腰花,1,,1,
姜羊肉,['lamb with ginger and spring onions'],[''],姜 羊肉,0,,0,
鱼子龙眼绿茶鲜玉带,['fresh diver scallop with oscietra caviar longan and green tea'],[''],鱼子 龙眼 绿茶 鲜 玉带,0,,0,
铁板牛柳士椒黑椒中式,['sizzling beef fillet with sauce'],['Green Pepper and Black Bean;Black Pepper Cantonese'],铁板 牛柳 士椒 黑椒 中式,1,,1,
酱莲藕炒海螺片,['stir-fry sliced sea whelks and lotus root with xo sauce'],[''],酱 莲藕 炒 海螺 片,1,,1,
蒜蓉什菜豆腐,['mixed vegetables and tofu in garlic sauce'],[''],蒜蓉 什菜 豆腐,1,,1,
红油素水饺,['vegan dumplings with chili oil'],['( v )'],红油 素 水饺,1,,1,
各式两面黄,"['pan-fried noodles with vegetable, pork, beef, shrimp or chicken']",[''],各式 两面 黄,1,,1,
香煎葱油饼,['pan fried spring onion pancakes'],[''],香 煎 葱油 油饼 葱油饼,1,,1,
板栗红烧肉,['braised pork belly with chestnuts'],[''],板栗 红烧 烧肉 红烧肉,1,,1,
中国芥兰蒜,['stir fried chinese kale'],['Ginger Garlic V VG'],中国 芥兰 蒜,1,,1,
锅仔鱼籽,['stewed fish roe '],[''],锅仔 鱼籽,1,,1,
油浸娃娃菜,['braised baby cabbage in soy sauce'],[''],油浸 娃娃 菜,0,,0,
招牌拼盘,['sui mai pork and prawn dumpling har gau prawn dumpling shrimp and leek dumpling fried wonton and seaweed'],['Special Platter Min persons'],招牌 拼盘,0,,0,
时菜炒虾球,['fried prawns with vegetable'],[''],时菜 炒 虾球,0,,0,
点心头盘拼盘,['dim sum and starter platters'],[''],点 心头 盘 拼盘,1,,1,
干锅香芋鸡翅,['griddle cooked taro chicken wings'],[''],干锅 香芋 鸡翅,1,,1,
爽口木耳,['black cloud ear fungus'],['Black cloud ear fungus with fresh coriander garlic chilli and Sichuan pepper oil;Served cold'],爽口 木耳,0,,0,
干煸豆角,['minced pork with string beansor'],['OR without Pork'],干煸 豆角,1,,1,
咖啡糕,['coffee cake v'],[''],咖啡 糕,0,,0,
炒饭面及米粉类,['fried rice noodles and vermicelli'],[''],炒饭 面及 米粉 类,0,,0,
豉汁宫保大虾,['Stir Fried King Prawns in Spiced Garlic Black Bean Kung Po Sauce'],['flavoured and then cooked with fresh garlic ginger'],鱼香 豉汁 宫保 大虾,1,,1,
生果,['homage to enigma'],[''],生果,0,,0,
鱼香鸡丝,['fish fragrant chicken slivers'],[''],鱼香 鸡丝,1,,1,
家常番茄炒蛋,['homestyle scrambled egg and fresh tomatoes'],[''],家常 番茄 炒蛋,0,,0,
生炒和牛肉饭,['wagyu beef and lettuce fried rice and oyster essence'],[''],生 炒 和 牛肉 饭,1,,1,
砂锅排骨土豆,['stewed spare ribs and potatoes in casserole'],[''],砂锅 排骨 土豆,0,,0,
尖椒土豆丝青,['stir fried potato slivers with green peppers'],[''],尖椒 土豆 豆丝 土豆丝 青 唐辛子 春雨 炒,0,,0,
京酱肉丝,"['Shredded Pork With Sweet Bean Sauce', 'shredded pork in soybean paste sauce served with pancakes']","['', '']",京酱 肉丝,1,,1,
扬州炒饭蛋炒饭或饭,['yeung chow fried rice egg fried rice or Boiled Rice'],[''],扬州 炒饭 炒饭 蛋炒饭 或饭,1,,1,
鸡蓉,['chicken'],[''],鸡蓉,1,,1,
香辣大虾球,['king prawn skewer in caramelized sauce'],['G r i l l e d;K i n g;P r a w n;w i t h;s p i c e s;o n;s k e w e r s;S K E W E R S'],香辣 大 虾球,0,,0,
蒸带子豉汁蒸蒜蓉粉丝,['steam scallop in black bean sauce vermiceli and garlic'],['ginger spring onion each'],蒸 带子 豉汁 蒸 蒜蓉 粉丝 姜葱 蒸 一例,1,,1,
榄菜玉带炒芦笋,['stir fried scallop with asparagus and kale borecole'],[''],榄 菜 玉带 炒 芦笋,1,,1,
鱼头豆腐鱼头辔饼,['god fish head withtofu or chinese pancake in special sauce s'],[''],鱼头 豆腐 鱼头 辔 饼,2,,1,
锅仔木瓜浸鱼片,['braised fish slices with papaya'],[''],锅仔 木瓜 浸 鱼片,1,,1,
蒜茸蒸大虾碌,['steamed king prawns in shell with garlic and soya sauce'],[''],蒜茸 蒸 大虾 碌,0,,0,
咖喱虾,['shrimp in curry'],[''],咖喱 虾,0,,0,
辔椒牛蛙,['sauteed bullfrog with pickled peppers'],[''],辔椒 牛蛙,1,,1,
五彩酱鹅肝,['goose liver with white gourd'],[''],五彩 酱鹅肝,1,,1,
干炒牛肉面,['slice beef with bean sprouts and chinese oodles'],[''],干 炒 牛肉 牛肉面,0,,0,
丝瓜炒蛋蒜蓉炒蛋,['stir fried luffa with scrambled egg with garlic'],[''],丝瓜 炒蛋 蒜蓉 炒蛋,1,,1,
虾沙爹,['prawn satay'],[''],虾沙爹,1,,1,
烤羔羊,['roast lamb '],[''],烤 羔羊,0,,0,
宫保牛肉,['beef kunpo style with cashewnuts'],[''],宫保 牛肉,1,,1,
铁板姜葱生蚝,['king prawn with chilli in black bean sauce on sizzling plate'],['Oysters with Ginger and Spring Onion on Sizzling Plat'],铁板 姜葱 生蚝,0,,0,
时菜鹑蛋,['quail egg with seasonal vegetable'],[''],时菜 鹑 蛋,0,,0,
肉丝金菇豆腐饭,['stir fried pork with enoki mushrooms and tofu'],[''],肉丝 金菇 豆腐 饭,0,,0,
北京炸酱面,"['noodles with soy bean paste, beijing style']",[''],北京 炸酱 炸酱面,1,,1,
招牌烤鱼四川,['roast sea bass with numbing and spicy sauce'],[''],招牌 烤鱼 四川 辛 焼 鱼,1,,1,
香煎菜肉锅贴,['guotie stuffed with vegetable and pork'],[''],香 煎 菜肉 锅贴,0,,0,
土豆丝剁椒醋溜,['shredded potatoes with szechuan chopped pepper'],['red Vinegar stir fry'],土豆 豆丝 土豆丝 剁 椒 醋溜,0,,0,
辣味奥尔良鸡肉烧麦,['orleans chicken shao mai'],[''],辣味 奥尔良 鸡肉 烧麦,1,,1,
清炒芥兰,['sauteed chinese broccoli'],[''],清炒 芥兰,0,,0,
包浆豆腐,['crispy tofu with spicy chilli sauce'],[''],包浆 豆腐,1,,1,
港式金菊卷,"['chrysanthemum-shape roll, hong kong style']",[''],港式 金菊卷,1,,1,
宫保鸡丁饭,['kung pao chicken'],[''],宫保 宫保鸡 丁饭,1,,1,
蛋炒饭或白饭,['prawns in chilli and onion'],['Stir Fried Mixed Vegetables;Egg Fried Rice or Boiled Rice'],炒饭 蛋炒饭 或 白饭,0,,0,
红烧鹿肉,['braised venison with soy sauce'],[''],红烧 鹿肉,1,,1,
木瓜雪梨炖燕露,['chinese herb jelly with brown sugar syrup'],[''],木瓜 雪梨 炖 燕露,1,,1,
荔枝炒牛肉,['sauteed beef with lichee'],[''],荔枝 炒 牛肉,2,,1,
额外葱丝黄瓜条,['and extra spring onion and cucumbers'],['Salt and Pepper;Prawns kcal;Squid kcal'],额外 葱丝 黄瓜 条,0,,0,
鸡蓉栗米羹,['creamy sweet corn with minced chicken broth'],[''],鸡蓉 栗米 羹,1,,1,
砂锅鱼头,['braised fish head in casserole'],[''],砂锅 鱼头,0,,0,
酱莲藕炒海鲜,['stir fried seafood and lotus root in xo sauce'],[''],酱 莲藕 炒 海鲜,0,,0,0.0
鲜虾春卷,['spring rolls stuffed with shrimps'],[''],鲜虾 春卷,1,,1,
花椒子,['nashi pear with sichuan pepper'],[''],花椒 子,0,,0,
苏格兰游水蛏子皇,['scottish emperor razor clam'],[''],苏格兰 游水 蛏子 皇,1,,1,
酱芦笋大虾,['king prawns with asparagus in xo sauce'],[''],酱 芦笋 大虾,0,,0,
火鸭三宝扎,['steamed three delicacies of duck in roll'],[''],火鸭 三宝 扎,2,,1,
麻辣大虾球,['ma la king prawns'],['Stir fried king prawns in Sichuan spices and fresh chilli'],麻辣 大 虾球,0,,0,
鱼子酱豉油鸡菜卷,['soy with ginger oil and oscietra caviar wrap'],[''],鱼子 鱼子酱 豉 油鸡 菜卷,1,,1,
珊瑚笋尖,['shredded bamboo shoots'],[''],珊瑚 笋尖,2,,1,
鸡沙爹,['chicken satay'],[''],鸡沙爹,1,,1,
夏果澳带,['sauteed scallops with macadamia nuts'],[''],夏果 澳带,1,,1,
米酱炒蛏肉,['sauteed fresh clam with seasoning'],[''],米 酱 炒 蛏 肉,1,,1,
鲫鱼豆腐汤,['cruacian carp tofu soup'],[''],鲫鱼 豆腐 豆腐汤,0,,0,
黄金腊味炒饭,['chinese sausage fried rice'],['N12'],黄金 腊味 炒饭,1,,1,
百花椒盐鲜鱿,['salt and pepper squid stuffed with minced prawn'],[''],百 花椒 椒盐 花椒盐 鲜 鱿,1,,1,
鲍汁鹅肝,['braised goose liver in abalone sauce'],[''],鲍汁 鹅 肝,1,,1,
炒杂菜炒蒜蓉沙爹,['stir fried mixed vegetables in wok fried garlic curry satay'],[''],炒杂 菜 炒 蒜蓉 沙爹,1,,1,
极品大排面,['special ribs noodles'],[''],极品 大 排面,1,,1,
啤酒醋焖鸡,['slow cook chicken with cider'],[''],啤酒 醋 焖 鸡,0,,0,
虾仁玉米烧麦,['prawn with sweet corn shao mai'],[''],虾仁 玉米 烧麦,0,,0,
柠檬牛肉,['sauteed beef with lemon juice'],[''],柠檬 牛肉,0,,0,
龙凤羹,['minced chicken and fish thick soup'],[''],羹 龙凤羹 龙凤,3,龙凤羹,1,2.0
辣子大虾,['k lar chee king prawn'],[''],辣子 大虾,0,,0,
上素红油炒手,['sichuan vegetable dumpling'],[''],上素 红油 炒手,1,,1,
脆皮炸萝卜糕,['crispy turnip stick served with a sweet chilli sauce'],[''],脆皮 炸 萝卜 糕,1,,1,
天妇罗虾配芥末蛋黄酱只,['tempura prawns with wasabi mayonaise kcal'],[''],天妇 罗虾 配 芥末 蛋黄 黄酱 蛋黄酱 只,1,,1,
山笋香菇包,['baozi stuffed with bamboo shoots and black mushrooms'],[''],山笋 香菇 包,0,,0,
白汁拆烩鲢鱼头,['stewed silver carp head in cream sauce'],[''],白汁 拆 烩 鲢鱼 头,0,,0,0.0
清蒸全鸡,['steamed whole chicken '],[''],清蒸 全鸡,0,,0,
葱烧海参牛蹄筋,['braised sea cucumber and beef tendon with scallion'],[''],葱烧 海参 牛 蹄筋,0,,0,
生蒸龙虾,['steamed lobster'],[''],生蒸 龙虾,0,,0,
鳟鱼刺身,['bull trout sashimi'],[''],鳟鱼 刺身,0,,0,
粉蒸牛肉酸菜米线,['house special rice noodle with steamed beef served with pickled vegetable'],[''],粉蒸 牛肉 酸菜 米线,0,,0,
韩式辣炸鸡粒,['korean fried chicken diced in spicy sauce'],[''],韩式 辣 炸鸡 粒,0,,0,
蚝油时菜,['seasonal vegetables in oyster sauce'],[''],蚝油 时 菜,0,,0,
露笋荷豆,['stir fried asparagus and mange tout'],[''],露笋 荷豆,0,,0,
蔬菜炒面,['mixed vegetable chow mein'],[''],蔬菜 炒面,0,,0,
三杯鸡饭,['stewed chicken with ginger and wine in casserole'],[''],三杯 鸡饭,1,,1,
南瓜鸡粒羹,['diced chicken with pumpkin soup'],[''],南瓜 鸡粒 羹,1,,1,
银牙粉丝肉沫煲,['minced pork and vermicelli with bean sprouts in casserole '],[''],银牙 粉丝 肉沫煲,0,,0,
酸菜白肉冻豆腐煲,['stired fried french bean with chilli and minced pork'],[''],酸菜 白肉 豆腐 冻豆腐 煲,0,,0,
香辣基围虾连壳或去壳,['fried king prawns with or without shell with green & red chilli'],"['King Prawn, Green & Red Chilli']",香辣 基围 虾 连壳 或 去 壳,0,,0,
鲍汁鹅掌扣辽参,['braised sea cucumber and goose webs in abalone sauce'],[''],鲍汁 鹅掌 扣 辽参,1,,1,
河粉,['ho fun noodle'],[''],河粉,1,,1,
黑椒斋鸡,['mock chicken'],['with black bean sauce;(v)'],黑椒 斋鸡,0,,0,
酥皮鲍鱼挞,['abalone flaky tart with aged balsamic vinegar'],[''],酥皮 鲍鱼 挞,1,,1,
唐舍明炉烧鸭,"[""gouqi's signature roast duck""]",[''],唐舍 明炉 烧鸭,1,,1,
咖喱鸡角海南辣虾角香辣鱼饼葱油饼海草香辣酸菜,['curried chicken samosa spicy hoi lam parcel chilli fish cake spring onion pancake'],['Seaweed and Spicy Pickled Vegetables'],咖喱 咖喱鸡 角 海南 辣虾 角 香辣 鱼饼 葱油 油饼 葱油饼 海草 香辣 酸菜,0,,0,
茄丁面,['noodle with diced eggplant'],[''],茄丁面,0,,0,
凉拌芹菜根,['celery root salad'],[''],凉拌 芹菜 根,0,,0,
土豆焖牛腩,['stewed beef brisket and potato'],[''],土豆 焖 牛腩,0,,0,
柱候炖牛腩,['stewed beef brisket in chu hou sauce'],[''],柱候 炖 牛腩,0,,0,
杂菜豆腐汤,['mixes vegetable with beancurd'],[''],杂菜 豆腐 豆腐汤,0,,0,
炒饭,['egg fried rice'],[''],炒饭,0,,0,
猪肉韭菜,['pork prawn chinese chives dumplings with soya'],[''],猪肉 韭菜,0,,0,
干煎明老虎虾碌,['tiger prawns with shell in cantonese sauce pieces'],[''],干煎 明 老虎 虾碌,1,,1,
鱼香蛋酥鸡,['deep fried sliced chicken breast served with sweet & spicy galic sauce'],"['Chicken Breast, Sweet & Spicy Sauce, Spring Onion']",鱼香 蛋 酥 鸡,1,,1,
菜甫肉碎煎蛋,['pan-fried eggs with minced pork and vegetables'],[''],菜甫 肉 碎 煎蛋,1,,1,
蟹粉小笼包,['crab and pork xiao long bao'],[''],蟹粉 小笼 小笼包,1,,1,
白灵菇扒鲍片,['braised abalone shitake mushroom sea cucumber and abalone butter'],[''],白灵菇 扒 鲍片,1,,1,
椒盐鲈鱼片,['yin yan pak far tofu and aubergine'],[''],椒盐 鲈鱼 片 半只 全只,0,,0,
水煮鱼片鲈鱼,['steamed seabass with soy sauce'],[''],水煮鱼 片 鲈鱼,2,,1,
川椒鲜鱿,['squid in chilli sichuan sauce'],[''],川椒鲜 鱿,1,,1,
石钵蟹黄豆腐,['stewed crab roe and tofu in stone pot'],[''],石钵 蟹黄 豆腐,1,,1,
东风螺片辣炒老干妈炒酱,"[""stir fried sliced whelks in spicy chilli oil in big grandma's chilli sauce""]",[''],干妈 辣 炒酱 老干妈 炒 螺片 东风,1,老干妈,1,2.0
金银馒头,['steamed and deep fried buns'],['V Vegetarian VG Vegan on request Spicy'],馒头 金银 金银馒头,2,金银馒头,1,2.0
大虾芙蓉,['king prawn foo yung'],[''],大虾 芙蓉,2,,1,
明炉烧鸭半去骨,['roast duck half boneless'],[''],明炉 烧鸭 半去 骨,1,,1,
粟米鱼柳,['fish fillet cooked with sweet corn sauce'],[''],粟米 鱼柳,0,,0,
黑椒排骨,['wok fried spare ribs in black pepper sauce'],['A25'],黑椒 排骨,0,,0,
微辣中辣重辣,['mild medium extra spicy'],[''],微辣 中辣 重辣,0,,0,
鼓汁炒三文鱼,['stir fried salmon with black bean sauce'],[''],鼓汁 炒 三文 三文鱼,1,,1,
带子花枝片,['salt and pepper king'],['Prawns'],带子 花枝 片,2,,1,
豉椒鸡脆面,['chicken black bean sauce on crispy noodle'],[''],豉椒 鸡 脆面,1,,1,
竹笋青豆,['bamboo shoots and green peas'],[''],竹笋 青豆,0,,0,
芝麻香芒虾筒,['sesame prawn paper rolls with mango sauce'],[''],芝麻 香芒 虾 筒,2,,1,
保鸡牛大虾,['kungpo chicken beef king prawn'],[''],保鸡 牛 大虾,2,,1,
咖喱羊腩汤面,['curry lamb brisket with noodle soup'],[''],咖喱 羊腩 汤面,0,,0,
爽口白菜丝,['shredded chinese cabbage'],[''],爽口 白菜 丝,0,,0,
椒盐头爪,['lobster head and claws with spiced salt'],[''],椒盐 头 爪,1,,1,
姜葱龙虾可加伊面脆面底,['deep fried lobster with ginger and spring onion sauce'],['Can Add Egg Noodle Crispy Noodle'],姜葱 龙虾 可 加伊 面脆 面底,0,,0,
烩滑籽菇,['braised mushrooms'],[''],烩 滑籽菇,1,,1,
兔肉咸水角,['rabbit and carrot glutinous puff'],[''],兔肉 咸水 角,2,,1,
糖醋鲈鱼,['sea bass cooked with sweet and sour sauce'],[''],糖醋 鲈鱼,0,,0,
板栗养生鸡,['stir fried chicken with chestnuts'],[''],板栗 养生 鸡,2,,1,
萝卜牛腩锅,['beef brisket soup hotpot'],[''],萝卜 牛腩 锅,0,,0,
银芽肉丝,['sauteed shredded pork with bean sprouts'],[''],银芽 肉丝,0,,0,
浓汤鱼丸煮山菌,['fish ball and mushrooms in thick soup'],[''],浓汤 鱼丸 煮 山菌,2,,1,
糖醋红烧排骨,['braised spare ribs with sweet vinegar or in brown sauce'],"['Spare Ribs, Sweet Vinegar or Brown Sauce']",糖醋 红烧 排骨,0,,0,
蚝油鲍脯,['sauteed sliced abalone in oyster sauce'],[''],蚝油 鲍脯,1,,1,
玉笋炒酸菜,['sauteed pickled cabbage with bamboo shoots'],[''],玉笋 炒 酸菜,0,,0,
番茄烤鱼四川卜焼鱼,['roast sea bass with juicy tomato sauce'],[''],番茄 烤鱼 四川 卜 焼 鱼,1,,1,
竹筒腊肉,['steamed preserved pork steamed in bamboo tube'],[''],竹筒 腊肉,1,,1,
虾肉馄饨汤,['prawn and pork wontons'],['in Superior Broth;280kcal'],虾肉 馄饨 汤,1,,1,
太白竹篓虾,['taibai prawns in bamboo basket '],[''],竹篓 虾 太白竹篓虾 太白,3,太白竹篓虾,1,2.0
碳烧鳗鱼,['bbq eel'],[''],碳烧 鳗鱼,0,,0,0.0
红豆糕,['red bean cake'],[''],红豆 糕,0,,0,
蜜汁烟熏鸭肉卷,['honeyed smoked duck rolls'],[''],蜜汁 烟熏 鸭肉 卷,1,,1,
港式西多士,['hong kong style french toast'],[''],港式 西多 西多士,0,,0,
椒盐藕片,['salt and pepper lotus root'],[''],椒盐 藕片,0,,0,
泰式羊大虾三鲜,['lamb king prawn mixed seafood'],[''],羊 三鲜 泰式 大虾,2,三鲜,1,
云吞汤或鸡肉粟米汤,['won ton soup or chicken and sweet corn soup'],[''],云吞 汤 或 鸡肉 粟米 汤,1,,1,
酸菜龙抄手,['wonton soup with preserved vegetable '],[''],酸菜 抄手 龙抄手,1,,1,
甜酸杂菜,['sweet and sour mixed vegetable hong kong style'],[''],甜酸 杂菜,0,,0,0.0
鲍汁扣白灵菇,['braised mushrooms in abalone sauce'],[''],鲍汁 扣 白灵菇,1,,1,
猪肉韭菜水饺,['chives and pork dumpling'],[''],猪肉 韭菜 水饺,1,,1,
木须鸡,"['muxu chicken sauteed sliced chicken, eggs and black fungus']",[''],木须 鸡,1,,1,
鲍鱼红烧肉,['braised pork with abalone'],[''],鲍鱼 红烧 烧肉 红烧肉,1,,1,
火爆海三鲜,['quick fried fish squild and prawn s s'],[''],火爆 海 三鲜,2,,1,
姜带子铁板,['sizzling scallop with ginger and spring onions'],[''],姜 带子 铁板,0,,0,
红烧茄子,['flavor and spices are added'],[''],红烧 茄子,1,,1,
鲍鱼烧牛头,['braised abalone with ox head '],[''],鲍鱼 烧 牛头,2,,1,
刺参扣鸭掌,['braised duck webs with sea cucumber'],[''],刺参 扣 鸭掌,1,,1,
鲈鱼清蒸椒干烧,['sea bass steamed steamed with mixed peppers dry braised'],[''],鲈鱼 清蒸 椒 干烧,0,,0,
时菜牛肉,['sliced beef with seasonal green'],[''],时 菜 牛肉,0,,0,
碧绿氽牛蛙,['sauteed bullfrog with green vegetables'],[''],碧绿 氽 牛蛙,2,,1,
花胶鸡汤半只鸡,['braised hua jiao chicken soup'],[''],花胶 鸡汤 半只 鸡,1,,1,
蛋黄酥,['egg yolk puff'],[''],蛋黄 酥,1,,1,
泰式辣酱酥炸,['deep fried with thai chilli sauce'],[''],泰式 辣酱 酥炸,0,,0,
葱爆羊肉饭,['quick stir fried lamb with leek'],[''],葱爆 羊肉 饭,0,,0,0.0
蒜头酱汁豆腐,['tofu with garlic and mild spicy sauce'],[''],蒜头 酱汁 豆腐,0,,0,
新加坡辣子炒,['singapore chilli style'],[''],新加坡 辣子 炒,0,,0,
香菜牛羊肉,['stir fried beef lamb in coriander'],[''],香菜 牛羊 羊肉 牛羊肉,0,,0,
虾仁蛋炒饭,['prawn and egg fried rice'],['635kcal'],虾仁 炒饭 蛋炒饭,0,,0,
古老大虾球,['sweet and sour king prawn in batter'],[''],古老 大 虾球,2,,1,
四川大虾,['k king prawn with szechuen style spicy'],[''],四川 大虾,0,,0,
椒盐猪扒饭,['salt pepper pork chops'],[''],椒盐 猪扒 饭,0,,0,0.0
紫萝鸭片,['roast duck with pickled ginger and pineapple'],[''],紫萝 鸭片,2,,1,
手扒羊排,['grilled lamb chops '],[''],手 扒 羊排,1,,1,
干煸小猪腰,['sauteed pig kidney with onion'],[''],干煸 小 猪腰,1,,1,
菠萝大虾,['quick fried king prawn with pineappl'],['70K'],菠萝 大虾,0,,0,
金丝香蕉球,['deep-fried banana balls coasted with condensed milk & crispy golden shredded potato'],"['Banana, Potato Starch, Potato, Condensed Milk']",金丝 香蕉 球,2,,1,
鲍鱼捞饭,['diced wagyu beef fried rice'],[''],鲍鱼 捞饭,1,,1,
冬瓜豆腐海皇羹,['assorted seafood with winter melon'],['soup;Assorted seafood soup with tofu'],羹 冬瓜 豆腐 海皇,1,海皇,1,1.0
川式南瓜饼,"['deep-fried pumpkin pancake, sichuan style']",[''],川式 南瓜 南瓜饼,0,,0,
菜肉饺子,['jiaozi dumplings stuffed with pork and vegetables'],[''],菜肉 饺子,0,,0,
姜葱龙虾,['baked fresh lobster with ginger and scallion noodle'],[''],姜葱 龙虾,0,,0,
香荽鸭翼,['stir-fry duck wings with coriander'],[''],香荽 鸭翼,1,,1,
水晶萝卜,['sliced turnip with sauce'],[''],水晶 萝卜,2,,1,
蔬菜类,['plain chow mein'],[''],蔬菜 蔬菜类,0,,0,
香煎腐皮卷,['pan-fried tofu skin rolls stuffed with shrimp'],[''],香 煎 腐皮卷,2,,1,
白辣椒蒸腊肉,['hunan smoky bacon with white chilli'],[''],白 辣椒 蒸 腊肉,0,,0,
京味烧茄子,['beijing style braised aubergine'],"['Aubergine, Green & Red Pepper']",京味 茄子 烧茄子,1,,1,
烤鲈鱼片,['sichuan fresh seabass fillet'],['Stir fried in aromatic spices chilies garlic fresh lotus root tofu and shiitake mushroom'],烤 鲈鱼 片,0,,0,
红烧花胶天白花菇绍白菜,['braised fish maw with japanese shiitake mushroom in superior oyster sauce'],[''],绍 花菇 红烧 花胶 白菜 天白,1,花胶,1,1.0
高汤京葱扒刺参,['braised sea cucumber with scallion in soup stock'],[''],高汤 京葱 扒 刺参,1,,1,
黑松露蘑菇包,['steamed mushroom buns with black truffle v'],[''],黑松 露 蘑菇 包,0,,0,
金黄南瓜饼,['sweet pumpkin glutinous rice pie'],"['Pumpkin, Glutinous Rice Flour, Red Bean, Breadcrumbs']",金黄 南瓜 南瓜饼,0,,0,
辣椒蒜蓉炭烤,['chargrilled with chilli and garlic sauce'],[''],辣椒 蒜蓉 炭烤,1,,1,
酱爆腰果鸡丁,['in garlic ginger spring onion sauce'],['90A;Diced Chicken with Cashewnuts in'],酱 爆 腰果 鸡丁,0,,0,
锅塌大虾,['grilled king prawn peking style'],[''],锅塌 大虾,1,,1,
腌雪里蕻,['pickled potherb mustard'],[''],腌 雪里蕻,1,,1,
蘑菇芙蓉,['m mushroom egg foo yung'],[''],蘑菇 芙蓉,2,,1,
炸鲜虾云吞,['crispy prawn wonton'],[''],炸 鲜虾 云吞,1,,1,
红豆沙汤圆,['rice ball with red bean inside in soup rice'],[''],红 豆沙 汤圆,0,,0,
酱炒乌冬,['stir fried japanese udon noodles in xo sauce'],[''],酱炒 乌冬,0,,0,
汤圆,['tangyuan glutinous rice balls '],[''],汤圆,1,,1,
金沙翅中,['fried chicken wings coated with egg yolk'],[''],金沙 翅 中,1,,1,
椒盐豆,['salt and pepper french bean fritters'],[''],椒盐 豆,0,,0,
游水多宝鱼清蒸古法蒸,['steamed live turbot with ginger and spring'],['Onion with Shredded Pork and Chinese;Mushrooms'],游水 多宝鱼 清蒸 古法 蒸,1,,1,
温拌腰片,['mild pig kidney'],[''],温拌 腰片,1,,1,
葱花炸两,['spring onion and deep fried dough'],[''],葱花 炸 两,2,,1,
腐皮糯肉烧卖,['minced pork and glutinous rice'],['Shao Mai;8pcs 452kcal;4pcs 226kcal;Vegan'],腐皮 糯肉 烧卖,1,,1,
马拉盏炒鱿鱼,['sauteed squid with shrimp paste '],[''],马拉 盏 鱿鱼 炒鱿鱼,1,,1,
煎蛋卷,['omelets'],[''],煎蛋 蛋卷 煎蛋卷,0,,0,0.0
椒盐鸡球,['salt and pepper chicken'],[''],椒盐 鸡球,1,,1,
凉瓜炒牛肉,['sauteed beef with bitter melon'],[''],凉瓜 炒 牛肉,0,,0,
杏仁薯蓉饼,['deep fried almond and potato burger'],[''],杏仁 薯蓉饼,0,,0,
酸菜炒饭,['egg fried rice with preserved mustard greens'],[''],酸菜 炒饭,0,,0,0.0
点心下午茶,['steamed dim sum platter'],['Fried Baked Dim Sum Platter;Fried Yam Paste Meat Dumplings;Pan Fried Barbecued Roast Pork Buns;Egg Fried Rice Spicy Singapore Noodle;Chilled Mango Pudding with Pomelo;High tea Dim Sum Set'],点心 下午 下午茶,1,,1,
麻辣汤肥牛,['sliced beef in hot and spicy soup'],[''],麻辣 汤 肥牛,0,,0,
金蒜脆鳝球,['deep-fried eel balls with garlic'],[''],金蒜 脆鳝 球,1,,1,
迷你鲍鱼烩双掌,['baby abalone with double goose web'],[''],迷你 鲍鱼 烩 双掌,1,,1,
葱爆牛肉子然牛肉,['spicy hot poached lamb in chilli oil'],[''],葱爆 牛肉 子然 牛肉,1,,1,
烧味汤面,['signature meat with noodle soup'],[''],烧味 汤面,1,,1,
酸辣虾,['chilli prawns'],[''],酸辣 虾,0,,0,
上汤馄饨面河粉,['won ton soup with noodle ho fun'],[''],上 汤 馄饨 馄饨面 河粉,1,,1,
翡翠虾仁炒饭,['jade fried rice with diced king prawns & vegetable'],"['Egg, Rice, King Prawns, Vegetables, Spring Onion']",翡翠 虾仁 炒饭,1,,1,
什锦汤面,['noodle soup with meat and vegetables '],[''],什锦 汤面,0,,0,
家常蛋汤,['home-style egg soup'],[''],家常 蛋汤,0,,0,
糟溜鱼片,['in garlic ginger spring onion sauce'],['Sweet and Sour Sole;53F'],糟溜 鱼片,1,,1,
烧汁鳗鱼条,['sauteed eel in spicy sauce'],[''],烧汁 鳗鱼 条,1,,1,
北京水饺猪肉,['beijing style boiled pork dumplings'],[''],北京 水饺 猪肉,1,,1,
肉丝河粉面,['stir fried shredded pork with ho fun noodle fried rice'],[''],肉丝 河 粉面,1,,1,
肉丝上汤面,['noodle soup with shredded pork'],[''],肉丝 上 汤面,0,,0,0.0
奶香粟米片饼,['creamy corn pancake'],[''],奶香 粟米 片饼,0,,0,
姜汁蛰皮,['jellyish in ginger sauce'],[''],姜汁 蛰皮,1,,1,
马来盏牛肉炒通菜,['king prawn foo young'],['Cantonese Style'],马来 盏 牛肉 炒 通菜,1,,1,
豆角焖面,['brainsed noodles with prok and green beans'],[''],豆角 焖 面,1,,1,
四川鲜鱿,['q squid with szechuen style spicy'],[''],四川 鲜 鱿,1,,1,
四川什菜,['stir fried mixed vegetables in szechuen style spicy'],['44V'],四川 什菜,1,,1,
爆炒鱿鱼卷,"['sauteed fried calamari with chilli, garlic & spring onion']","['Calamari, Chilli, Garlic & Spring Onion']",爆 鱿鱼 炒鱿鱼 卷,0,,0,
